Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,year,Height,Drafted
Jamari Staples,WR,Louisville,195,4.51,36,0,130,0,4.36,01/01/17,75,0
Freddie Stevenson,FB,Florida State,234,4.75,28,24,111,7.65,4.45,01/01/17,72,0
ArDarius Stewart,WR,Alabama,204,4.49,34,0,124,0,4.36,01/01/17,71,1
Channing Stribling,CB,Michigan,188,4.6,31.5,5,114,6.94,4.56,01/01/17,73,0
Cameron Sutton,CB,Tennessee,188,4.52,34,11,120,6.81,4.36,01/01/17,71,1
Ryan Switzer,WR,North Carolina,181,4.51,32,11,116,6.77,4,01/01/17,68,1
Teez Tabor,CB,Florida,199,4.62,31,9,120,0,4.36,01/01/17,72,1
Cordrea Tankersley,CB,Clemson,199,4.4,29.5,13,121,7,4.32,01/01/17,73,1
Pita Taumoepenu,OLB,Utah,243,4.67,28.5,24,112,6.91,4.33,01/01/17,73,1
Taywan Taylor,WR,Western Kentucky,203,4.5,33.5,13,132,6.57,4.21,01/01/17,71,1
Trent Taylor,WR,Louisiana Tech,181,4.63,33,13,117,6.74,4.01,01/01/17,68,1
Vincent Taylor,DT,Oklahoma State,304,5.07,28.5,26,108,7.58,4.72,01/01/17,75,1
Sam Tevi,OT,Utah,311,5.27,26,15,107,7.84,4.6,01/01/17,77,1
Nate Theaker,OG,Wayne State (MI),315,5.41,27,23,105,7.97,4.89,01/01/17,77,0
Jahad Thomas,RB,Temple,190,4.62,32,11,116,0,4.36,01/01/17,70,0
Noel Thomas,WR,Connecticut,205,4.63,32.5,9,118,0,4.36,01/01/17,72,0
Solomon Thomas,DE,Stanford,273,4.69,35,30,126,6.95,4.28,01/01/17,75,1
Tedric Thompson,S,Colorado,204,4.6,32.5,17,117,7.11,4.36,01/01/17,72,1
Jack Tocho,CB,North Carolina State,202,4.54,35,21,125,0,4.36,01/01/17,72,1
Dalvin Tomlinson,DT,Alabama,310,5.19,27,0,110,7.68,4.59,01/01/17,75,1
Jon Toth,C,Kentucky,307,5.51,25.5,21,100,8.09,4.84,01/01/17,77,0
Damarius Travis,S,Minnesota,206,0,32.5,13,115,7.08,4.28,01/01/17,73,0
Mitchell Trubisky,QB,North Carolina,222,4.67,27.5,0,116,6.87,4.25,01/01/17,74,1
Stevie Tu'Ikolovatu,DT,USC,331,5.45,24.5,28,91,7.83,5,01/01/17,73,1
Michael Tyson,S,Cincinnati,204,4.56,33,17,118,0,4.36,01/01/17,73,1
Jerry Ugokwe,OT,William & Mary,321,5.61,26,18,103,8.35,5.17,01/01/17,79,0
Conrad Ukropina,K,Stanford,190,0,0,0,0,0,4.36,01/01/17,72,0
Tanner Vallejo,ILB,Boise State,228,4.67,33.5,0,121,0,4.39,01/01/17,73,1
Eddie Vanderdoes,DT,UCLA,305,4.99,28.5,28,111,7.69,4.39,01/01/17,75,1
Justin Vogel,P,Miami (FL),219,4.7,34,0,0,0,4.36,01/01/17,76,0
Charles Walker,DT,Oklahoma,310,4.96,28,25,107,7.89,4.96,01/01/17,74,0
DeMarcus Walker,DE,Florida State,280,0,0,18,0,0,4.36,01/01/17,76,1
Carlos Watkins,DT,Clemson,309,0,0,25,0,0,4.36,01/01/17,75,1
Deshaun Watson,QB,Clemson,221,4.66,32.5,0,119,6.95,4.31,01/01/17,74,1
T.J. Watt,OLB,Wisconsin,252,4.69,37,21,128,6.79,4.13,01/01/17,76,1
Davis Webb,QB,California,229,4.79,33,0,118,6.92,4.21,01/01/17,77,1
Dede Westbrook,WR,Oklahoma,178,0,0,0,0,0,4.36,01/01/17,72,1
Chad Wheeler,OT,USC,306,5.48,20.5,15,105,0,5.01,01/01/17,79,0
Marquez White,CB,Florida State,194,4.59,36,0,123,0,4.36,01/01/17,72,1
TreDavious White,CB,LSU,192,4.47,32,16,119,6.9,4.32,01/01/17,71,1
Kermit Whitfield,WR,Florida State,185,4.44,32.5,8,120,7.17,4.37,01/01/17,68,0
Jamaal Williams,RB,BYU,212,4.59,30,0,123,7.25,4.53,01/01/17,72,1
Joe Williams,RB,Utah,210,4.41,35,14,125,7.19,4.19,01/01/17,71,1
Marcus Williams,S,Utah,202,4.56,43.5,14,129,6.85,4.2,01/01/17,73,1
Mike Williams,WR,Clemson,218,0,32.5,15,121,0,4.36,01/01/17,76,1
Stanley Williams,RB,Kentucky,190,4.51,36,18,121,6.86,4.18,01/01/17,67,0
Tim Williams,OLB,Alabama,244,4.68,33.5,0,124,7.36,4.57,01/01/17,75,1
Jordan Willis,DE,Kansas State,255,4.53,39,24,125,6.85,4.28,01/01/17,76,1
Howard Wilson,CB,Houston,184,4.57,33.5,0,119,6.68,3.94,01/01/17,73,1
Jesus Wilson,WR,Florida State,189,4.57,0,10,119,0,4.57,01/01/17,69,0
Quincy Wilson,CB,Florida,211,4.54,32,14,118,6.86,4.02,01/01/17,73,1
Ahkello Witherspoon,CB,Colorado,198,4.45,40.5,0,127,6.93,4.13,01/01/17,75,1
Xavier Woods,S,Louisiana Tech,197,4.54,33.5,19,122,6.72,4.13,01/01/17,71,1
Chris Wormley,DT,Michigan,298,0,0,23,0,0,4.36,01/01/17,77,1
Mehdi Abdesmad,DE,Boston Col.,284,5.1,29.5,25,108,7.55,4.62,01/01/16,78,0
Vernon Adams,QB,Oregon,200,4.83,29.5,0,114,6.82,4.2,01/01/16,71,0
Jerell Adams,TE,South Carolina,247,4.64,32.5,0,117,7.05,4.31,01/01/16,77,1
Bralon Addison,WR,Oregon,197,4.66,34.5,13,116,6.95,4.14,01/01/16,69,0
Roberto Aguayo,K,Florida State,207,4.96,0,0,0,0,4.36,01/01/16,72,1
Dominique Alexander,ILB,Oklahoma,232,4.64,28.5,17,104,0,4.36,01/01/16,72,0
Mackensie Alexander,CB,Clemson,190,4.43,0,11,0,0,4.36,01/01/16,70,1
Vadal Alexander,OT,LSU,326,5.57,24,25,95,8.04,4.9,01/01/16,77,1
Brandon Allen,QB,Arkansas,217,4.84,28,0,110,7.06,4.33,01/01/16,73,1
Jack Allen,C,Michigan State,294,5.29,26.5,23,101,7.9,4.73,01/01/16,73,0
Geronimo Allison,WR,Illinois,196,4.67,33,0,127,7.4,4.28,01/01/16,75,0
Stephen Anderson,TE,California,230,4.59,38,16,119,0,4.36,01/01/16,74,0
Eli Apple,CB,Ohio State,199,4.4,0,13,0,0,4.36,01/01/16,73,1
Demarcus Ayers,WR,Houston,182,4.72,33,0,123,0,4.36,01/01/16,69,1
Sterling Bailey,DE,Georgia,285,5.23,30,20,111,7.46,4.73,01/01/16,76,0
Peyton Barber,RB,Auburn,228,4.64,32.5,20,111,7,4.21,01/01/16,70,0
Jimmy Bean,DE,Oklahoma State,264,4.87,0,20,0,0,4.36,01/01/16,77,0
Willie Beavers,OT,West. Michigan,321,5.28,25.5,20,103,7.96,4.71,01/01/16,77,1
Vonn Bell,S,Ohio State,199,4.52,0,16,0,0,4.36,01/01/16,71,1
Caleb Benenoch,OT,UCLA,311,4.98,28,0,104,8.15,5.11,01/01/16,77,1
Andrew Billings,DT,Baylor,311,5.05,27.5,31,113,8.05,4.82,01/01/16,73,1
Ronald Blair,DE,Appalachian State,284,5.15,30,32,113,7.95,4.53,01/01/16,74,1
Austin Blythe,C,Iowa,298,5.36,27.5,29,99,7.52,4.53,01/01/16,74,1
Briean Boddy-Calhoun,CB,Minnesota,193,4.47,35,10,123,7.16,4.22,01/01/16,69,0
Evan Boehm,C,Missouri,302,5.33,28.5,24,96,7.52,4.69,01/01/16,74,1
Devante Bond,OLB,Oklahoma,235,4.7,37.5,21,121,7.07,4.36,01/01/16,73,1
Devontae Booker,RB,Utah,219,4.56,0,22,0,0,4.36,01/01/16,71,1
Joey Bosa,DE,Ohio State,269,4.86,32,24,120,6.89,4.21,01/01/16,77,1
Tyler Boyd,WR,Pittsburgh,197,4.58,34,11,119,6.9,4.35,01/01/16,73,1
Trevone Boykin,QB,TCU,212,4.77,32,0,110,0,4.4,01/01/16,72,0
James Bradberry,CB,Samford,211,4.5,36,16,124,6.91,4.21,01/01/16,73,1
Ben Braunecker,TE,Harvard,250,4.73,35.5,20,121,6.9,4.2,01/01/16,75,0
Jake Brendel,C,UCLA,303,5.01,28,25,108,7.31,4.27,01/01/16,75,0
Jacoby Brissett,QB,North Carolina State,231,4.94,31,0,113,7.17,4.53,01/01/16,76,1
Kentrell Brothers,OLB,Missouri,245,4.89,28.5,19,110,6.99,4.11,01/01/16,72,1
Anthony Brown,CB,Purdue,192,4.33,35,19,115,7.03,4.19,01/01/16,71,1
Beniquez Brown,OLB,Mississippi State,229,4.77,31,18,110,7.07,4.28,01/01/16,73,0
Chris Brown,WR,Notre Dame,194,4.48,0,0,0,0,4.36,01/01/16,74,0
Lamarcus Brutus,S,Florida State,206,4.76,33,14,114,7.08,4.33,01/01/16,72,0
Deforest Buckner,DE,Oregon,291,5.05,32,0,116,7.51,4.47,01/01/16,79,1
Jonathan Bullard,DE,Florida,285,4.93,32,23,116,7.31,4.56,01/01/16,75,1
Aaron Burbridge,WR,Michigan State,206,4.56,30.5,20,115,7.22,4.31,01/01/16,72,1
Artie Burns,CB,Miami (FL),193,4.46,31.5,0,0,0,4.36,01/01/16,72,1
Juston Burris,CB,North Carolina State,212,4.53,36.5,19,122,7.1,4.4,01/01/16,72,1
Deon Bush,S,Miami (FL),199,4.64,36,17,123,0,4.36,01/01/16,72,1
Vernon Butler,DT,Louisiana Tech,323,5.33,29.5,26,104,7.82,4.76,01/01/16,76,1
Devon Cajuste,WR,Stanford,234,4.62,36,12,123,6.49,4.2,01/01/16,76,0
Shilique Calhoun,DE,Michigan State,251,4.82,35,23,115,6.97,4.25,01/01/16,76,1
Taveze Calhoun,CB,Mississippi State,192,4.58,33.5,14,0,0,4.36,01/01/16,72,0
De'Vondre Campbell,OLB,Minnesota,232,4.58,34,16,116,0,4.36,01/01/16,76,1
Maurice Canady,CB,Virginia,193,4.49,38,16,124,7.03,4.09,01/01/16,73,1
Leonte Carroo,WR,Rutgers,211,4.5,35.5,14,120,0,4.36,01/01/16,72,1
Tra Carson,RB,Texas A&M,227,4.63,0,19,0,0,4.36,01/01/16,71,0
Tevin Carter,S,Utah,218,4.48,0,19,0,0,4.36,01/01/16,73,0
Jeremy Cash,S,Duke,212,4.56,0,0,0,0,4.36,01/01/16,72,0
Joseph Cheek,OG,Texas A&M,295,5.27,0,20,0,0,4.36,01/01/16,78,0
Kenny Clark,DT,UCLA,314,5.06,28.5,29,102,0,4.62,01/01/16,75,1
Le'Raven Clark,OT,Texas Tech,316,5.16,0,18,0,0,4.36,01/01/16,77,1
Corey Coleman,WR,Baylor,194,4.42,40.5,17,129,0,4.36,01/01/16,71,1
Shon Coleman,OT,Auburn,307,5.18,0,22,0,0,4.36,01/01/16,77,1
Alex Collins,RB,Arkansas,217,4.59,28.5,18,113,0,4.36,01/01/16,70,1
Maliek Collins,DT,Nebraska,311,5.03,29.5,25,109,7.53,4.52,01/01/16,74,1
Jack Conklin,OT,Michigan State,308,5,30,25,103,7.63,4.57,01/01/16,78,1
Connor Cook,QB,Michigan State,217,4.79,33,0,113,7.21,4.28,01/01/16,76,1
Fahn Cooper,OT,Mississippi,303,5.17,25,19,102,7.85,4.89,01/01/16,76,1
Pharoh Cooper,WR,South Carolina,203,4.52,31,15,115,0,4.36,01/01/16,71,1
Marshaun Coprich,RB,Illinois State,207,4.47,34,17,112,7.26,4.58,01/01/16,68,0
Cody Core,WR,Mississippi,205,4.47,31.5,14,119,0,4.36,01/01/16,75,1
Kamalei Correa,DE,Boise State,243,4.69,33,21,108,0,4.36,01/01/16,75,1
James Cowser,DE,Southern Utah,248,4.82,31.5,21,111,6.8,4.31,01/01/16,75,0
Brad Craddock,K,Maryland,186,4.88,0,0,0,0,4.36,01/01/16,72,0
Su'A Cravens,OLB,USC,226,4.58,27,16,114,0,4.36,01/01/16,73,1
Ken Crawley,CB,Colorado,187,4.43,36.5,0,119,0,4.36,01/01/16,72,0
Joe Dahl,OT,Washington State,304,5.18,31,28,109,7.64,4.77,01/01/16,76,1
Steven Daniels,ILB,Boston Col.,243,4.86,32,16,112,7.33,4.54,01/01/16,71,1
Sean Davis,CB,Maryland,201,4.46,37.5,21,126,6.64,3.97,01/01/16,73,1
Trevor Davis,WR,California,188,4.42,38.5,11,124,6.6,4.22,01/01/16,73,1
Sheldon Day,DT,Notre Dame,293,5.07,30,21,102,7.44,4.5,01/01/16,73,1
Taylor Decker,OT,Ohio State,310,5.23,29,20,101,7.7,4.76,01/01/16,79,1
KJ Dillon,S,West Virginia,210,4.53,0,11,121,0,4.36,01/01/16,72,1
Kenneth Dixon,RB,Louisiana Tech,215,4.56,37.5,18,121,6.97,4.28,01/01/16,70,1
Riley Dixon,P,Syracuse,221,5.04,0,0,0,0,4.36,01/01/16,76,1
Josh Doctson,WR,TCU,202,4.5,41,14,131,6.84,4.08,01/01/16,74,1
Kevin Dodd,DE,Clemson,277,4.86,0,0,0,0,4.36,01/01/16,77,1
Brandon Doughty,QB,Western Kentucky,213,5.22,27,0,103,7.49,4.52,01/01/16,75,1
Kenyan Drake,RB,Alabama,210,4.45,34.5,10,123,7.04,4.21,01/01/16,73,1
Spencer Drango,OT,Baylor,315,5.27,27,30,100,7.88,4.66,01/01/16,78,1
Jeff Driskel,QB,Louisiana Tech,234,4.56,32,0,122,7.19,4.25,01/01/16,76,1
Thomas Duarte,TE,UCLA,231,4.72,33.5,12,118,6.97,4.24,01/01/16,74,1
Lachlan Edwards,P,Sam Houston State,209,4.98,0,0,0,0,4.36,01/01/16,76,0
Parker Ehinger,OT,Cincinnati,310,5.26,27.5,0,97,0,4.36,01/01/16,78,1
Deandre Elliott,CB,Colorado State,188,4.55,41,0,125,6.93,3.94,01/01/16,73,0
Ezekiel Elliott,RB,Ohio State,225,4.47,32.5,0,118,0,4.36,01/01/16,72,1
Tyler Ervin,RB,San Jose State,192,4.41,39,17,130,0,4.36,01/01/16,70,1
Kyler Fackrell,OLB,Utah State,245,4.72,34.5,15,121,0,4.36,01/01/16,77,1
Ka'Imi Fairbairn,K,UCLA,183,4.96,0,0,0,0,4.36,01/01/16,71,0
Jason Fanaika,DE,Utah,271,4.92,35.5,23,113,7.06,4.39,01/01/16,74,0
Travis Feeney,OLB,Washington,230,4.5,40,0,130,7.2,4.42,01/01/16,76,1
Josh Ferguson,RB,Illinois,198,4.48,34.5,21,120,0,4.36,01/01/16,69,0
Leonard Floyd,OLB,Georgia,244,4.6,39.5,0,127,0,4.36,01/01/16,78,1
Josh Forrest,ILB,Kentucky,249,4.91,30.5,11,118,0,4.36,01/01/16,75,1
D.J. Foster,WR,Arizona State,193,4.57,35.5,14,117,6.75,4.07,01/01/16,70,0
Kavon Frazier,S,Central Michigan,217,4.53,0,18,0,0,4.36,01/01/16,72,1
Kris Frost,OLB,Auburn,240,4.97,29,0,113,0,4.36,01/01/16,74,0
Kendall Fuller,CB,Virginia Tech,187,4.48,0,15,0,0,4.36,01/01/16,71,1
Will Fuller,WR,Notre Dame,186,4.32,33.5,10,126,6.93,4.27,01/01/16,72,1
Joshua Garnett,OG,Stanford,312,5.32,29,30,99,7.62,4.64,01/01/16,76,1
Keyarris Garrett,WR,Tulsa,220,4.53,36.5,14,128,7.3,4.33,01/01/16,75,0
Graham Glasgow,C,Michigan,307,5.13,25,23,106,7.63,4.63,01/01/16,78,1
Jared Goff,QB,California,215,4.82,27,0,110,7.17,4.47,01/01/16,76,1
B.J. Goodson,OLB,Clemson,242,4.69,34.5,30,118,7.05,4.51,01/01/16,73,1
Adam Gotsis,DT,Georgia Tech,287,4.88,0,0,0,0,4.36,01/01/16,76,1
T.J. Green,S,Clemson,209,4.34,35.5,13,129,0,4.36,01/01/16,74,1
Darrell Greene,OG,San Diego State,321,5.2,21.5,28,98,8.07,4.98,01/01/16,75,0
David Grinnage,TE,North Carolina State,248,4.9,29.5,0,106,0,4.36,01/01/16,77,0
Glenn Gronkowski,FB,Kansas State,239,4.71,33,17,120,7.1,4.45,01/01/16,74,0
Christian Hackenberg,QB,Penn State,223,4.78,31,0,114,7.04,4.33,01/01/16,76,1
Tom Hackett,P,Utah,198,4.86,0,0,0,0,4.36,01/01/16,70,0
Joe Haeg,OT,North Dakota State,304,5.16,27.5,0,111,7.47,4.47,01/01/16,78,1
Deiondre Hall,CB,Northern Iowa,199,4.68,37,0,127,7.07,4.06,01/01/16,74,0
Javon Hargrave,DT,South Carolina State,309,4.93,34.5,29,109,7.9,4.7,01/01/16,73,1
De'Vante Harris,CB,Texas A&M,176,4.56,38.5,0,124,6.82,4.06,01/01/16,71,0
Jerald Hawkins,OT,LSU,305,5.23,23.5,23,100,8.19,4.89,01/01/16,78,1
Joel Heath,DT,Michigan State,293,5.02,33,26,113,7.44,4.52,01/01/16,77,0
Temarrick Hemingway,TE,South Carolina State,244,4.71,30.5,18,115,6.88,4.31,01/01/16,77,1
Derrick Henry,RB,Alabama,247,4.54,37,22,130,7.2,4.38,01/01/16,75,1
Hunter Henry,TE,Arkansas,250,4.79,0,13,0,0,4.36,01/01/16,77,1
Willie Henry,DT,Michigan,303,5,30.5,28,110,7.57,4.53,01/01/16,75,1
Quayvon Hicks,FB,Georgia,259,4.82,0,0,0,0,4.36,01/01/16,73,0
Tyler Higbee,TE,Western Kentucky,249,4.77,0,0,0,0,4.36,01/01/16,78,1
Rashard Higgins,WR,Colorado State,196,4.64,32,13,116,0,4.36,01/01/16,73,1
Kevin Hogan,QB,Stanford,218,4.78,32.5,0,113,6.9,4.31,01/01/16,75,1
Johnny Holton,WR,Cincinnati,190,4.54,31.5,8,123,0,4.36,01/01/16,73,0
Austin Hooper,TE,Stanford,254,4.72,33,19,117,7,4.32,01/01/16,76,1
Deandre Houston-Carson,S,William & Mary,201,4.54,32.5,13,115,7.15,4.28,01/01/16,73,1
Jordan Howard,RB,Indiana,230,4.57,34,16,122,0,4.36,01/01/16,72,1
Xavien Howard,CB,Baylor,201,4.58,33,11,122,7.18,4.15,01/01/16,72,1
Germain Ifedi,OT,Texas A&M,324,5.27,32.5,24,109,0,4.75,01/01/16,78,1
Cleveland Wallace III,CB,San Jose State,188,4.68,35.5,0,123,0,4.36,01/01/16,71,0
Vernon Hargreaves III,CB,Florida,204,4.5,39,15,130,0,3.98,01/01/16,70,1
William Jackson III,CB,Houston,189,4.37,0,10,116,0,4.36,01/01/16,72,1
Scooby Wright III,ILB,Arizona,239,4.9,31,22,113,0,4.47,01/01/16,72,1
Matt Ioannidis,DT,Temple,299,5.03,28,32,108,7.78,4.71,01/01/16,75,1
Myles Jack,OLB,UCLA,245,4.56,0,19,0,0,4.36,01/01/16,73,1
Branden Jackson,DE,Texas Tech,273,5.06,31.5,20,113,7.4,4.77,01/01/16,76,0
Dominick Jackson,OT,Alabama,313,5.38,26,20,97,0,4.36,01/01/16,77,0
Andy Janovich,FB,Nebraska,238,4.81,34,30,119,7.28,4.32,01/01/16,73,1
Quinton Jefferson,DT,Maryland,291,4.95,29,24,0,7.95,4.37,01/01/16,76,1
Jordan Jenkins,OLB,Georgia,259,4.8,36.5,16,121,0,4.36,01/01/16,75,1
Austin Johnson,DT,Penn State,314,5.32,26,25,96,7.84,4.75,01/01/16,76,1
C.J. Johnson,ILB,Mississippi,234,4.81,0,0,0,0,4.52,01/01/16,73,0
Devon Johnson,RB,Marshall,238,4.64,0,0,0,0,4.36,01/01/16,72,0
Tyler Johnstone,OT,Oregon,301,5.21,30.5,24,104,7.31,4.6,01/01/16,77,0
Cardale Jones,QB,Ohio State,253,4.81,36,0,0,0,4.36,01/01/16,77,1
Cayleb Jones,WR,Arizona,209,4.65,33.5,9,0,6.99,4.14,01/01/16,75,0
Chris Jones,DT,Mississippi State,310,5.03,24.5,26,106,7.44,4.62,01/01/16,78,1
Cyrus Jones,CB,Alabama,197,4.49,33,10,116,6.71,4.21,01/01/16,70,1
Deion Jones,OLB,LSU,222,4.59,33,0,120,0,4.36,01/01/16,73,1
Jonathan Jones,CB,Auburn,186,4.33,36,19,123,7.25,4.25,01/01/16,69,0
Karl Joseph,S,West Virginia,205,4.57,0,0,0,0,4.36,01/01/16,70,1
Matt Judon,DE,Grand Valley State,275,4.73,35,30,109,7.67,4.52,01/01/16,75,1
Ufomba Kamalu,DE,Miami (FL),295,5.01,25,26,106,7.32,4.58,01/01/16,77,0
Drew Kaser,P,Texas A&M,212,4.95,0,0,0,0,4.36,01/01/16,74,1
Nila Kasitati,OG,Oklahoma,317,5.32,27.5,12,107,8.3,4.83,01/01/16,75,0
Bronson Kaufusi,DE,BYU,285,4.87,30,25,111,7.03,4.25,01/01/16,78,1
Jayron Kearse,S,Clemson,216,4.62,31.5,16,124,7.06,4.36,01/01/16,76,1
Ryan Kelly,C,Alabama,311,5.03,30,26,103,7.58,4.59,01/01/16,76,1
Cody Kessler,QB,USC,220,4.89,29.5,0,104,7.32,4,01/01/16,73,1
Miles Killebrew,S,Southern Utah,217,4.65,38,22,127,6.93,4.18,01/01/16,74,1
Derrick Kindred,S,TCU,207,4.5,37.5,0,123,7.05,4.29,01/01/16,70,1
Raphael Kirby,ILB,Miami (FL),236,4.72,0,27,0,0,4.36,01/01/16,72,0
Denver Kirkland,OT,Arkansas,335,5.55,22.5,19,94,8.72,5.06,01/01/16,76,0
Marshall Koehn,K,Iowa,197,4.61,0,0,0,0,4.36,01/01/16,73,0
Nick Kwiatkoski,ILB,West Virginia,243,4.73,32,19,120,7.16,4.22,01/01/16,74,1
Jimmy Landes,LS,Baylor,240,4.95,27.5,0,110,7.05,4.38,01/01/16,73,1
Daniel Lasco,RB,California,209,4.46,41.5,23,135,7.22,4.26,01/01/16,72,1
Darius Latham,DT,Indiana,311,5.32,29,0,100,7.76,4.63,01/01/16,76,0
Kenny Lawler,WR,California,203,4.64,31,0,111,7.13,4.2,01/01/16,74,1
Nile Lawrence-Stample,DL,Florida State,320,5.24,0,0,0,0,4.36,01/01/16,73,0
Shaq Lawson,DE,Clemson,269,4.7,33,0,120,7.16,4.21,01/01/16,75,1
Darron Lee,OLB,Ohio State,232,4.47,35.5,17,133,7.12,4.2,01/01/16,73,1
Alex Lewis,OT,Nebraska,312,5.22,29.5,27,100,7.94,4.72,01/01/16,78,1
Roger Lewis,WR,Bowling Green,201,4.57,33.5,8,116,0,4.36,01/01/16,72,0
Kolby Listenbee,WR,TCU,197,4.39,35.5,15,129,0,4.36,01/01/16,72,1
Cory Littleton,OLB,Washington,238,4.73,29.5,0,114,7.11,4.32,01/01/16,75,0
Jordan Lomax,S,Iowa,202,4.75,36,8,120,7.18,4.15,01/01/16,70,0
Steve Longa,ILB,Rutgers,241,4.78,32,19,116,7.5,4.56,01/01/16,73,0
Ricardo Louis,WR,Auburn,215,4.43,38,18,132,0,4.36,01/01/16,74,1
Dean Lowry,DE,Northwestern,296,4.87,32.5,30,114,7.26,4.38,01/01/16,78,1
Jordan Lucas,S,Penn State,201,4.54,0,0,0,0,4.36,01/01/16,72,1
John Lunsford,K,Liberty,214,4.74,0,0,0,0,4.36,01/01/16,73,0
Paxton Lynch,QB,Memphis,244,4.86,36,0,118,7.14,4.26,01/01/16,79,1
Tre Madden,RB,USC,223,4.53,0,24,0,0,4.36,01/01/16,72,0
Luther Maddy,DT,Virginia Tech,287,4.96,0,29,0,0,4.36,01/01/16,72,0
Curt Maggitt,OLB,Tennessee,247,4.73,0,0,0,0,4.36,01/01/16,75,0
Ryan Malleck,TE,Virginia Tech,247,4.77,34.5,18,121,7,4.33,01/01/16,76,0
Byron Marshall,WR,Oregon,201,4.42,0,17,0,0,4.36,01/01/16,69,0
Jalin Marshall,WR,Ohio State,200,4.6,37.5,16,125,6.8,4.13,01/01/16,70,0
Keith Marshall,RB,Georgia,219,4.31,30.5,25,0,0,4.36,01/01/16,71,1
Nick Martin,C,Notre Dame,299,5.22,28,28,97,7.57,4.72,01/01/16,76,1
Blake Martinez,ILB,Stanford,237,4.71,28.5,22,113,6.98,4.2,01/01/16,74,1
Tyler Marz,OT,Wisconsin,316,5.54,27.5,19,99,8.38,4.97,01/01/16,79,0
Tyler Matakevich,OLB,Temple,238,4.81,31,22,112,7.19,4.5,01/01/16,72,1
Chris Mayes,DL,Georgia,338,5.34,23.5,33,104,0,5.13,01/01/16,75,0
Alex McCalister,DE,Florida,239,4.8,34.5,0,128,7.01,4,01/01/16,78,1
Jake McGee,TE,Florida,250,4.83,0,17,0,0,4.36,01/01/16,77,0
Connor McGovern,OG,Missouri,306,5.11,33,33,109,7.5,4.65,01/01/16,76,1
Mekale McKay,WR,Cincinnati,207,4.55,35,12,123,7.08,4.63,01/01/16,76,0
Cassanova McKinzy,ILB,Auburn,248,4.83,0,21,0,0,4.36,01/01/16,73,0
Braxton Miller,WR,Ohio State,201,4.5,35,17,123,6.65,4.07,01/01/16,73,1
Harlan Miller,CB,SE Louisiana,182,4.65,35.5,6,118,7.44,4.43,01/01/16,72,1
Jalen Mills,S,LSU,191,4.61,37,16,123,6.86,4,01/01/16,72,1
Malcolm Mitchell,WR,Georgia,198,4.45,36,15,129,6.94,4.34,01/01/16,72,1
Will Monday,P,Duke,212,5.1,0,0,0,0,4.36,01/01/16,76,0
Chris Moore,WR,Cincinnati,206,4.53,37,10,130,6.76,4.2,01/01/16,73,1
David Morgan,TE,Texas-San Antonio,262,0,0,0,0,0,4.36,01/01/16,76,1
Antonio Morrison,ILB,Florida,232,4.76,0,0,0,0,4.36,01/01/16,73,1
Kyle Murphy,OT,Stanford,305,5.19,0,23,0,0,4.36,01/01/16,78,1
Eric Murray,CB,Minnesota,199,4.49,39.5,15,124,7.08,4.05,01/01/16,71,1
Carl Nassib,DE,Penn State,277,4.84,28.5,21,114,7.27,4.37,01/01/16,79,1
Keanu Neal,S,Florida,211,4.62,38,17,132,7.09,4.38,01/01/16,72,1
Stephane Nembot,OT,Colorado,322,5.39,26.5,32,103,8.55,5.15,01/01/16,79,0
Giorgio Newberry,DE,Florida State,285,4.94,30,20,114,7.53,4.78,01/01/16,77,0
Yannick Ngakoue,DE,Maryland,252,4.75,34.5,26,118,7.35,4.5,01/01/16,74,1
Dadi Nicolas,DE,Virginia Tech,235,4.74,41,14,116,7.04,4.38,01/01/16,75,1
Robert Nkemdiche,DT,Mississippi,294,4.87,35,28,116,0,4.36,01/01/16,75,1
Jared Norris,ILB,Utah,241,4.8,29.5,19,114,0,4.52,01/01/16,73,0
Marquez North,WR,Tennessee,223,4.48,35,17,123,6.9,4.13,01/01/16,74,0
Nick O'Toole,P,West Virginia,219,5.05,0,0,0,0,4.36,01/01/16,75,0
Shawn Oakman,DE,Baylor,287,4.96,32,23,123,7.53,4.56,01/01/16,80,0
Jaden Oberkrom,K,TCU,186,4.96,0,0,0,0,4.36,01/01/16,74,0
Victor Ochi,DE,Stony Brook,246,4.86,32,0,119,7.24,4.4,01/01/16,73,0
Rees Odhiambo,OT,Boise State,314,5.17,0,23,0,0,4.36,01/01/16,76,1
Emmanuel Ogbah,DE,Oklahoma State,273,4.63,35.5,20,121,7.26,4.5,01/01/16,76,1
Romeo Okwara,DE,Notre Dame,265,4.9,33,23,120,7.38,4.53,01/01/16,77,0
Drew Ott,DE,Iowa,273,4.88,0,0,0,0,4.36,01/01/16,76,0
Montese Overton,OLB,East Carolina,223,4.61,34,18,123,7.15,4.47,01/01/16,74,0
Gionni Paul,ILB,Utah,231,5.05,31,22,113,0,4.36,01/01/16,70,0
Jordan Payton,WR,UCLA,207,4.47,34.5,0,121,7.08,4.33,01/01/16,73,1
Charone Peake,WR,Clemson,209,4.45,35.5,12,122,6.96,4.46,01/01/16,74,1
Paul Perkins,RB,UCLA,208,4.54,32,19,124,0,4.36,01/01/16,70,1
Joshua Perry,ILB,Ohio State,254,4.68,33.5,20,124,0,4.36,01/01/16,76,1
