Player,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,year,Height,Drafted
David Wells,TE,San Diego State,256,4.75,33,20,116,7.5,4.59,01/01/18,78,0
Sean Welsh,C,Iowa,306,5.43,25,20,103,7.9,4.81,01/01/18,75,0
Karaun White,WR,West Virginia,206,4.52,33.5,24,118,7.16,4.57,01/01/18,73,0
Kyzir White,S,West Virginia,216,0,35.5,21,113,0,4.36,01/01/18,74,1
Mike White,QB,Western Kentucky,224,5.09,27,0,96,7.4,4.4,01/01/18,77,1
Jordan Whitehead,S,Pittsburgh,195,0,0,21,0,0,4.36,01/01/18,71,1
Jojo Wicker,DE,Arizona State,296,5.16,30,25,105,0,4.36,01/01/18,75,0
Jake Wieneke,WR,South Dakota State,221,4.67,34,9,114,7.24,4.37,01/01/18,76,0
Jordan Wilkins,RB,Mississippi,216,0,36,16,117,0,4.27,01/01/18,73,1
Connor Williams,OT,Texas,296,5.05,34,26,112,7.83,4.63,01/01/18,77,1
Darrel Williams,RB,LSU,225,4.72,32,22,109,0,4.21,01/01/18,72,0
Eddy Wilson,DT,Purdue,301,5.37,0,26,96,0,4.36,01/01/18,76,0
Cedrick Wilson,WR,Boise State,197,4.55,37,9,121,6.89,4.23,01/01/18,74,1
Jeff Wilson,RB,North Texas,210,0,0,15,0,0,4.36,01/01/18,71,0
Javon Wims,WR,Georgia,215,4.53,33.5,0,113,7,4.36,01/01/18,75,1
Anthony Winbush,EDGE,Ball State,249,0,0,25,110,0,4.36,01/01/18,73,0
Ryan Winslow,P,Pittsburgh,217,0,0,0,0,0,4.36,01/01/18,77,0
Logan Woodside,QB,Toledo,213,4.79,31.5,0,103,6.94,4.15,01/01/18,73,1
Chris Worley,ILB,Ohio State,238,4.86,29.5,15,0,0,4.36,01/01/18,74,0
Isaiah Wynn,OG,Georgia,313,0,0,0,0,0,4.36,01/01/18,75,1
Isaac Yiadom,CB,Boston Col.,190,4.52,0,8,120,0,4.18,01/01/18,73,1
Kenny Young,ILB,UCLA,236,4.6,36,23,117,7.38,4.48,01/01/18,73,1
Trevon Young,EDGE,Louisville,258,4.78,33,25,114,6.99,4.4,01/01/18,76,1
Jamal Adams,S,LSU,214,4.56,31.5,18,120,6.96,4.13,01/01/17,72,1
Montravius Adams,DT,Auburn,304,4.87,29,22,108,7.62,4.89,01/01/17,76,1
Rodney Adams,WR,South Florida,189,4.44,29.5,8,125,6.98,4.28,01/01/17,73,1
Quincy Adeboyejo,WR,Mississippi,197,4.42,34.5,8,123,6.73,4.14,01/01/17,75,0
Brian Allen,CB,Utah,215,4.48,34.5,15,117,6.64,4.34,01/01/17,75,1
Jonathan Allen,DT,Alabama,286,5,30,21,108,7.49,4.5,01/01/17,75,1
Ryan Anderson,OLB,Alabama,253,4.78,0,0,0,0,4.36,01/01/17,74,1
Alex Anzalone,OLB,Florida,241,4.63,30.5,16,116,6.88,4.25,01/01/17,75,1
Isaac Asiata,OG,Utah,323,5.34,25.5,35,102,7.83,4.93,01/01/17,75,1
Erik Austell,OG,Charleston Southern,301,5.23,27.5,24,107,8.13,4.9,01/01/17,75,0
Chidobe Awuzie,CB,Colorado,202,4.43,34.5,16,132,6.81,4.14,01/01/17,72,1
Budda Baker,S,Washington,195,4.45,32.5,15,115,6.76,4.08,01/01/17,70,1
Toby Baker,P,Arkansas,210,0,0,0,0,0,4.36,01/01/17,75,0
Zach Banner,OG,USC,353,5.58,23.5,22,92,8.31,5.21,01/01/17,80,1
Derek Barnett,DE,Tennessee,259,4.88,31,0,117,6.96,4.44,01/01/17,75,1
Tarell Basham,DE,Ohio,269,4.7,31.5,15,119,7.27,4.35,01/01/17,76,1
C.J. Beathard,QB,Iowa,219,0,31,0,113,0,4.36,01/01/17,74,1
Kendell Beckwith,ILB,LSU,243,0,0,20,0,0,4.36,01/01/17,74,1
Vince Biegel,OLB,Wisconsin,246,4.67,33.5,21,118,6.92,4.3,01/01/17,75,1
Adam Bisnowaty,OT,Pittsburgh,304,5.23,29.5,23,96,8.02,4.94,01/01/17,78,1
Garrett Bolles,OT,Utah,297,4.95,28,0,115,7.29,4.55,01/01/17,77,1
Ben Boulware,ILB,Clemson,238,0,29.5,20,111,7.02,4.43,01/01/17,72,0
Kendrick Bourne,WR,East. Washington,203,4.68,34,9,125,6.73,4.21,01/01/17,73,0
Tashawn Bower,OLB,LSU,250,4.82,31.5,20,121,7.2,4.37,01/01/17,77,0
Tyus Bowser,OLB,Houston,247,4.65,37.5,21,127,6.75,4.36,01/01/17,75,1
Ben Braden,OG,Michigan,329,5.04,28,25,102,7.85,4.9,01/01/17,78,0
Caleb Brantley,DT,Florida,307,5.14,27,21,105,7.66,4.62,01/01/17,75,1
Billy Brown,TE,Shepherd,254,4.7,29,23,118,0,4.36,01/01/17,75,0
Blair Brown,ILB,Ohio,238,4.65,37,0,124,6.92,4.18,01/01/17,71,1
Fadol Brown,DE,Mississippi,273,4.94,34,19,115,7.24,4.44,01/01/17,76,0
Jayon Brown,ILB,UCLA,231,4.7,31.5,17,120,0,4.36,01/01/17,72,1
Noah Brown,WR,Ohio State,222,0,0,19,0,7.07,4.33,01/01/17,74,1
Pharaoh Brown,TE,Oregon,255,0,34,24,0,0,4.36,01/01/17,78,0
Daniel Brunskill,OT,San Diego State,273,0,28,17,106,7.9,4.84,01/01/17,77,0
Collin Buchanan,OT,Miami (OH),316,0,25,23,97,0,4.36,01/01/17,77,0
Riley Bullough,ILB,Michigan State,226,0,31.5,20,116,0,4.36,01/01/17,74,0
Harrison Butker,K,Georgia Tech,199,0,0,0,0,0,4.36,01/01/17,76,1
Jake Butt,TE,Michigan,246,0,0,0,0,0,4.36,01/01/17,77,1
K.D. Cannon,WR,Baylor,182,4.41,37,13,119,0,4.36,01/01/17,71,0
Josh Carraway,DE,TCU,242,4.74,29.5,25,120,7.2,4.44,01/01/17,75,1
Chris Carson,RB,Oklahoma State,218,4.58,37,23,130,0,4.36,01/01/17,72,1
Cethan Carter,TE,Nebraska,241,4.68,0,19,0,0,4.36,01/01/17,75,0
Jamal Carter,S,Miami (FL),218,4.64,35,19,122,0,4.36,01/01/17,73,0
Taco Charlton,DE,Michigan,277,4.92,33,25,116,7.17,4.39,01/01/17,78,1
Jehu Chesson,WR,Michigan,204,4.47,35.5,10,132,6.7,4.09,01/01/17,75,1
Chuck Clark,S,Virginia Tech,208,4.54,34,16,122,6.85,4.07,01/01/17,72,1
Jeremy Clark,CB,Michigan,220,0,0,20,0,0,4.36,01/01/17,75,1
Corey Clement,RB,Wisconsin,220,4.68,28.5,19,115,0,4.36,01/01/17,70,0
Chunky Clements,DT,Illinois,301,0,0,23,0,0,4.36,01/01/17,74,0
Tarik Cohen,RB,North Carolina A&T,179,4.42,31.5,11,118,0,4.36,01/01/17,66,1
Stacy Coley,WR,Miami (FL),195,4.45,34,10,122,0,4.36,01/01/17,73,1
Aviante Collins,OG,TCU,295,4.81,0,34,0,0,4.36,01/01/17,76,0
Gareon Conley,CB,Ohio State,195,4.44,37,11,129,6.68,4.18,01/01/17,72,1
James Conner,RB,Pittsburgh,233,4.65,29,20,113,0,4.36,01/01/17,73,1
Dalvin Cook,RB,Florida State,210,4.49,30.5,22,116,7.27,4.53,01/01/17,70,1
Ethan Cooper,OG,Indiana (PA),322,5.36,24.5,26,99,8.02,4.88,01/01/17,74,0
Zach Cunningham,OLB,Vanderbilt,234,4.67,35,15,125,7.03,4.29,01/01/17,75,1
Darrell Daniels,TE,Washington,247,4.55,32,17,116,7.09,4.47,01/01/17,75,0
Amara Darboh,WR,Michigan,214,4.45,36,17,124,0,4.36,01/01/17,74,1
Julien Davenport,OT,Bucknell,318,5.45,27,18,106,7.57,4.69,01/01/17,79,0
Corey Davis,WR,West. Michigan,209,0,0,0,0,0,4.36,01/01/17,75,1
Jarrad Davis,ILB,Florida,238,0,0,0,0,0,4.36,01/01/17,73,1
Justin Davis,RB,USC,208,0,0,21,0,0,4.36,01/01/17,73,0
Kevin Davis,ILB,Colorado State,235,4.91,30.5,11,110,7.18,4.38,01/01/17,74,0
Keionta Davis,DE,Tenn-Chattanooga,271,0,0,0,0,0,4.36,01/01/17,75,0
Robert Davis,WR,Georgia State,219,4.44,41,19,136,6.82,4.28,01/01/17,75,1
Dion Dawkins,OG,Temple,314,5.11,26,26,106,7.3,4.78,01/01/17,76,1
Matthew Dayes,RB,North Carolina State,205,4.47,28,18,109,0,4.36,01/01/17,69,1
Treston DeCoud,CB,Oregon State,206,4.62,31,11,116,0,4.36,01/01/17,74,1
J.J. Dielman,OT,Utah,309,0,0,27,0,0,4.36,01/01/17,77,1
Joshua Dobbs,QB,Tennessee,216,4.64,33,0,122,6.75,4.31,01/01/17,75,1
Dylan Donahue,OLB,West Georgia,248,4.75,29.5,26,116,7.02,4.46,01/01/17,75,1
Rasul Douglas,CB,West Virginia,209,4.59,33.5,16,120,6.97,4.26,01/01/17,74,1
Jessamen Dunker,OG,Tennessee State,318,4.98,28.5,23,108,0,4.36,01/01/17,76,0
Malachi Dupre,WR,LSU,196,4.52,39.5,11,135,7.19,4.26,01/01/17,74,1
Travin Dural,WR,LSU,202,4.57,30.5,0,116,7.29,4.55,01/01/17,73,0
Ken Ekanem,DE,Virginia Tech,257,4.88,30.5,0,115,7.38,4.58,01/01/17,75,0
Corn Elder,CB,Miami (FL),183,4.55,0,0,0,0,4.36,01/01/17,70,1
Pat Elflein,C,Ohio State,303,5.32,23.5,22,99,7.94,4.71,01/01/17,75,1
Jake Elliott,K,Memphis,167,4.79,0,0,0,0,4.36,01/01/17,69,1
Brooks Ellis,ILB,Arkansas,240,4.79,29.5,18,115,6.8,4.25,01/01/17,74,0
Jermaine Eluemunor,OG,Texas A&M,332,5.22,0,34,0,0,4.36,01/01/17,76,1
Evan Engram,TE,Mississippi,234,4.42,36,19,125,6.92,4.23,01/01/17,75,1
Amba Etta-Tawo,WR,Syracuse,208,4.49,31,14,126,6.95,4.32,01/01/17,73,0
Jerod Evans,QB,Virginia Tech,232,4.8,26.5,0,112,0,4.41,01/01/17,75,0
Justin Evans,S,Texas A&M,199,0,0,14,0,0,4.36,01/01/17,72,1
Gerald Everett,TE,South Alabama,239,4.62,37.5,22,126,6.99,4.33,01/01/17,75,1
Dan Feeney,OG,Indiana,305,5.24,28,26,101,7.52,4.68,01/01/17,76,1
Devonte Fields,OLB,Louisville,236,4.72,34,0,124,7.4,4.5,01/01/17,74,0
Isaiah Ford,WR,Virginia Tech,194,4.61,35.5,14,127,6.94,4.34,01/01/17,73,1
Johnathan Ford,S,Auburn,205,0,0,20,0,0,4.36,01/01/17,71,1
D'Onta Foreman,RB,Texas,233,0,0,18,0,0,4.36,01/01/17,72,1
Reuben Foster,ILB,Alabama,229,0,0,0,0,0,4.36,01/01/17,72,1
Leonard Fournette,RB,LSU,240,4.51,28.5,0,0,0,4.36,01/01/17,72,1
Kyle Fuller,C,Baylor,307,5.24,26,23,96,7.71,4.84,01/01/17,77,1
Wayne Gallman,RB,Clemson,215,4.6,29.5,21,120,7.17,4.28,01/01/17,72,1
Antonio Garcia,OT,Troy,302,5.15,31,24,108,7.98,4.94,01/01/17,78,1
Myles Garrett,DE,Texas A&M,272,4.64,41,33,128,0,4.36,01/01/17,76,1
Davon Gaudchaux,DT,LSU,310,5.27,0,18,0,0,4.36,01/01/17,75,1
Ben Gedeon,ILB,Michigan,244,4.75,34.5,27,119,6.98,4.13,01/01/17,74,1
Avery Gennesy,OG,Texas A&M,318,5.35,20,24,91,8.08,5,01/01/17,75,0
Nate Gerry,S,Nebraska,218,4.58,30.5,17,122,0,4.36,01/01/17,74,1
Shelton Gibson,WR,West Virginia,191,4.5,32,8,118,6.83,4.2,01/01/17,71,1
Ryan Glasgow,DT,Michigan,302,5.13,27.5,20,105,7.55,4.5,01/01/17,75,1
Chris Godwin,WR,Penn State,209,4.42,36,19,126,7.01,4,01/01/17,73,1
Kenny Golladay,WR,Northern Illinois,218,4.5,35.5,18,120,7,4.15,01/01/17,76,1
Zane Gonzalez,K,Arizona State,202,0,0,0,0,0,4.36,01/01/17,72,1
Shaquill Griffin,CB,Central Florida,194,4.38,38.5,17,132,6.87,4.14,01/01/17,72,1
Nate Hairston,CB,Temple,196,4.52,35.5,14,118,0,4.36,01/01/17,72,1
Daeshon Hall,DE,Texas A&M,266,4.76,36,18,123,7.03,4.38,01/01/17,77,1
Chad Hansen,WR,California,202,4.53,35,11,119,6.74,4.13,01/01/17,74,1
Sean Harlow,OG,Oregon State,303,5.15,30.5,26,105,8.16,4.81,01/01/17,76,1
Connor Harris,ILB,Lindenwood,242,4.73,33,18,114,7.13,4.31,01/01/17,71,0
Charles Harris,DE,Missouri,253,4.82,32,21,109,7.47,4.42,01/01/17,75,1
Josh Harvey-Clemons,S,Louisville,217,0,31.5,12,121,0,4.36,01/01/17,76,1
Keon Hatcher,WR,Arkansas,212,4.64,0,16,0,0,4.36,01/01/17,73,0
DeAngelo Henderson,RB,Coastal Carolina,208,4.48,34,20,120,0,4.36,01/01/17,67,0
Carlos Henderson,WR,Louisiana Tech,199,4.46,36,13,131,7.18,4.35,01/01/17,71,1
Trey Hendrickson,DE,Florida Atlantic,266,4.65,33.5,0,122,7.03,4.2,01/01/17,76,1
Treyvon Hester,DT,Toledo,300,0,0,0,0,0,4.36,01/01/17,74,1
Cole Hikutini,TE,Louisville,247,0,0,20,0,0,4.36,01/01/17,76,0
Brian Hill,RB,Wyoming,219,4.54,34,15,125,7.03,4.32,01/01/17,73,1
Delano Hill,S,Michigan,216,4.47,33.5,17,115,6.96,4.27,01/01/17,73,1
Bucky Hodges,TE,Virginia Tech,257,4.57,39,18,134,0,4.45,01/01/17,78,1
Colin Holba,LS,Louisville,248,5.19,28,0,115,0,4.36,01/01/17,76,1
Will Holden,OT,Vanderbilt,311,5.47,28,23,111,7.71,4.72,01/01/17,79,1
Mack Hollins,WR,North Carolina,221,4.53,0,0,0,0,4.36,01/01/17,76,1
Elijah Hood,RB,North Carolina,232,0,0,18,0,0,4.36,01/01/17,72,1
Malik Hooker,S,Ohio State,206,0,0,0,0,0,4.36,01/01/17,73,1
Bug Howard,WR,North Carolina,221,4.58,37.5,0,119,6.95,4.14,01/01/17,76,0
O.J. Howard,TE,Alabama,251,4.51,30,22,121,6.85,4.16,01/01/17,78,1
Marlon Humphrey,CB,Alabama,197,4.41,0,10,125,6.75,4.36,01/01/17,72,1
Hayden Hunt,P,Colorado State,212,0,0,0,0,0,4.36,01/01/17,72,0
Kareem Hunt,RB,Toledo,216,4.62,36.5,18,119,0,4.36,01/01/17,70,1
Rushel Shell III,RB,West Virginia,227,4.74,32.5,21,0,0,4.36,01/01/17,70,0
Danny Isidora,OG,Miami (FL),306,5.03,29,26,94,8.13,4.9,01/01/17,75,1
Adoree Jackson,CB,USC,186,4.42,36,0,122,0,4.36,01/01/17,70,1
Eddie Jackson,S,Alabama,201,0,0,10,0,0,4.36,01/01/17,72,1
Rayshawn Jenkins,S,Miami (FL),214,4.51,37,19,128,0,4.36,01/01/17,73,1
Dorian Johnson,OG,Pittsburgh,300,5.27,30,21,114,8.39,5.09,01/01/17,77,1
Jadar Johnson,S,Clemson,206,4.6,33,19,119,6.9,4.2,01/01/17,72,0
Jaleel Johnson,DT,Iowa,316,5.38,28,19,100,7.64,4.62,01/01/17,75,1
John Johnson,S,Troy,205,4.61,37,14,119,6.72,4.18,01/01/17,73,1
Roderick Johnson,OT,Florida State,298,0,0,0,0,0,4.36,01/01/17,79,1
Cameron Johnston,P,Ohio State,194,4.92,0,0,0,0,4.36,01/01/17,71,0
Aaron Jones,RB,Texas-El Paso,208,4.56,37.5,16,127,6.82,4.2,01/01/17,69,1
D.J. Jones,DT,Akron,319,5.04,28.5,25,108,7.73,4.65,01/01/17,73,1
Jarron Jones,DT,Notre Dame,316,5.33,20.5,22,0,0,4.36,01/01/17,78,0
Josh Jones,S,North Carolina State,220,4.41,37.5,20,132,0,4.36,01/01/17,73,1
Nazair Jones,DT,North Carolina,304,5.11,24.5,0,101,7.93,4.63,01/01/17,77,1
Sidney Jones,CB,Washington,186,4.47,33.5,0,123,7.02,4.28,01/01/17,72,1
Zay Jones,WR,East Carolina,201,4.45,36.5,15,133,6.79,4.01,01/01/17,74,1
Victor Bolden Jr.,WR,Oregon State,178,4.54,32,9,117,6.83,4.22,01/01/17,68,0
Bryan Cox Jr.,DE,Florida,265,4.89,26.5,16,109,7.36,4.46,01/01/17,75,0
Anthony Walker Jr.,ILB,Northwestern,238,4.65,30.5,23,116,7.23,4.34,01/01/17,73,1
Greg Ward Jr.,WR,Houston,186,0,0,10,0,0,4.36,01/01/17,71,0
Deatrich Wise Jr.,DE,Arkansas,274,4.92,33,22,124,0,4.36,01/01/17,77,1
Brad Kaaya,QB,Miami (FL),214,0,0,0,0,0,4.36,01/01/17,76,1
Alvin Kamara,RB,Tennessee,214,4.56,39.5,15,131,0,4.36,01/01/17,70,1
Damontae Kazee,CB,San Diego State,184,4.54,34,11,124,0,4.36,01/01/17,70,1
Keith Kelsey,ILB,Louisville,233,4.92,29.5,23,112,7.28,4.56,01/01/17,72,0
Desmond King,S,Iowa,201,0,34,14,117,6.67,4.18,01/01/17,70,1
Kevin King,CB,Washington,200,4.43,39.5,11,0,6.56,3.89,01/01/17,75,1
George Kittle,TE,Iowa,247,4.52,35,18,132,0,4.36,01/01/17,76,1
DeShone Kizer,QB,Notre Dame,233,4.83,30.5,0,107,7.4,4.53,01/01/17,76,1
Trevor Knight,QB,Texas A&M,219,4.54,35.5,0,125,7.04,4.14,01/01/17,73,0
Tanoh Kpassagnon,DE,Villanova,289,4.83,30,23,128,7.46,4.62,01/01/17,79,1
Cooper Kupp,WR,East. Washington,204,4.62,31,0,116,6.75,4.08,01/01/17,74,1
Forrest Lamp,OG,Western Kentucky,309,5,27.5,34,111,7.55,4.62,01/01/17,76,1
Ashton Lampkin,CB,Oklahoma State,189,4.52,34.5,19,120,0,4.36,01/01/17,72,0
Jerome Lane,WR,Akron,226,4.6,35,16,125,6.87,4.12,01/01/17,74,0
Harvey Langi,ILB,BYU,251,0,33,23,118,7,4.32,01/01/17,74,0
Marshon Lattimore,CB,Ohio State,193,4.36,38.5,0,132,0,4.36,01/01/17,72,1
Carl Lawson,DE,Auburn,261,4.67,33,35,114,7.46,4.19,01/01/17,74,1
Javarius Leamon,OT,South Carolina State,332,0,23.5,22,0,0,4.36,01/01/17,79,0
Jeremiah Ledbetter,DT,Arkansas,280,4.84,32.5,29,113,7.55,4.56,01/01/17,75,1
Cameron Lee,OG,Illinois State,312,5.44,25.5,18,100,8.02,4.75,01/01/17,77,0
Marquel Lee,ILB,Wake Forest,240,0,31,25,118,0,4.36,01/01/17,75,1
Jordan Leggett,TE,Clemson,258,0,33,18,114,7.12,4.33,01/01/17,77,1
Mitch Leidner,QB,Minnesota,226,4.93,34.5,0,123,6.96,4.25,01/01/17,75,0
Corey Levin,OG,Tenn-Chattanooga,307,5.16,26.5,26,106,7.55,4.73,01/01/17,76,1
Jourdan Lewis,CB,Michigan,188,4.54,34.5,15,121,0,4.36,01/01/17,70,1
William Likely,CB,Maryland,180,0,0,15,0,0,4.36,01/01/17,67,0
Sefo Liufau,QB,Colorado,232,5.08,27,0,105,7.32,4.45,01/01/17,75,0
T.J. Logan,RB,North Carolina,196,4.37,33.5,17,121,0,4.36,01/01/17,69,1
Shalom Luani,S,Washington State,202,4.55,31,12,116,6.87,4.21,01/01/17,71,1
Keevan Lucas,WR,Tulsa,192,4.55,32.5,11,119,7.23,4.43,01/01/17,69,0
Marlon Mack,RB,South Florida,213,4.5,35.5,15,125,0,4.36,01/01/17,71,1
Patrick Mahomes,QB,Texas Tech,225,4.8,30,0,114,6.88,4.08,01/01/17,74,1
Josh Malone,WR,Tennessee,208,4.4,30.5,10,121,7.05,4.19,01/01/17,75,1
Damien Mama,OG,USC,334,5.84,24.5,0,96,8.51,5.38,01/01/17,75,0
Gabe Marks,WR,Washington State,189,4.56,29.5,11,117,7.01,4.2,01/01/17,71,0
Joe Mathis,DE,Washington,266,0,0,24,0,0,4.36,01/01/17,74,0
Arthur Maulet,CB,Memphis,189,4.62,34.5,18,120,0,4.36,01/01/17,70,0
Marcus Maye,S,Florida,210,0,0,0,0,0,4.36,01/01/17,72,1
Christian McCaffrey,RB,Stanford,202,4.48,37.5,10,121,6.57,4.22,01/01/17,71,1
Conor McDermott,OT,UCLA,307,5.18,28.5,0,105,7.52,4.58,01/01/17,80,1
Malik McDowell,DT,Michigan State,295,4.85,28.5,23,112,7.69,4.53,01/01/17,78,1
Elijah McGuire,RB,Louisiana,214,4.53,36,15,120,7.26,4.56,01/01/17,70,1
Isaiah McKenzie,WR,Georgia,173,4.42,36,11,123,6.64,4.15,01/01/17,67,1
Takkarist McKinley,OLB,UCLA,250,4.59,33,24,122,7.48,4.62,01/01/17,74,1
Raekwon McMillan,ILB,Ohio State,240,4.61,33,23,121,7.15,4.39,01/01/17,74,1
Jeremy McNichols,RB,Boise State,214,4.49,35.5,0,121,6.93,4.28,01/01/17,69,1
Obi Melifonwu,S,Connecticut,224,4.4,44,17,141,0,4.36,01/01/17,76,1
Matt Milano,OLB,Boston Col.,223,4.67,35,24,126,0,4.36,01/01/17,72,1
Fabian Moreau,CB,UCLA,206,4.35,38,0,136,6.94,4.12,01/01/17,72,1
Drew Morgan,WR,Arkansas,190,4.74,30,10,112,6.85,4.12,01/01/17,72,0
Jordan Morgan,OG,Kutztown Pennsylvania,309,5.36,27,21,102,8.13,4.73,01/01/17,75,1
Avery Moss,DE,Youngstown State,264,4.79,32.5,14,114,7.25,4.43,01/01/17,75,1
Taylor Moton,OT,West. Michigan,319,5.18,30.5,23,109,7.73,4.58,01/01/17,77,1
Al-Quadin Muhammad,DE,Miami (FL),253,4.88,30.5,22,117,7.25,4.47,01/01/17,75,1
Jalen Myrick,CB,Minnesota,200,4.28,37.5,13,124,7.06,4.22,01/01/17,70,1
Montae Nicholson,S,Michigan State,212,4.42,35,0,125,0,4.36,01/01/17,74,1
Hardy Nickerson,ILB,Illinois,232,4.78,33,18,116,0,4.38,01/01/17,72,0
David Njoku,TE,Miami (FL),246,4.64,37.5,21,133,6.97,4.34,01/01/17,76,1
Speedy Noil,WR,Texas A&M,199,0,43.5,18,133,0,4.36,01/01/17,71,0
Bradley Northnagel,LS,California,243,5.3,25.5,0,99,0,4.36,01/01/17,74,0
Noble Nwachukwu,DE,West Virginia,268,4.83,30.5,27,110,0,4.36,01/01/17,73,0
Ifeadi Odenigbo,DE,Northwestern,258,4.72,31.5,25,128,7.26,4.4,01/01/17,75,1
Dare Ogunbowale,RB,Wisconsin,213,4.65,35,14,120,6.99,4.34,01/01/17,71,0
Larry Ogunjobi,DE,Charlotte,305,4.97,32,26,116,7.55,4.75,01/01/17,75,1
Tyler Orlosky,C,West Virginia,298,0,0,24,0,0,4.36,01/01/17,75,0
Scott Orndoff,TE,Pittsburgh,253,4.84,27,17,112,7.37,4.45,01/01/17,77,0
Zach Pascal,WR,Old Dominion,219,4.55,36,14,126,7.11,4.29,01/01/17,74,0
Jabrill Peppers,S,Michigan,213,4.46,35.5,19,128,0,4.36,01/01/17,71,1
Samaje Perine,RB,Oklahoma,233,4.65,33,30,116,7.26,4.37,01/01/17,71,1
Nathan Peterman,QB,Pittsburgh,226,4.82,31,0,110,7.14,4.31,01/01/17,74,1
Carroll Phillips,OLB,Illinois,242,4.64,30,23,123,7.06,4.37,01/01/17,75,0
Hayden Plinke,TE,Texas-El Paso,264,4.97,28,18,109,7.55,4.59,01/01/17,76,0
Ethan Pocic,C,LSU,310,5.15,27,26,107,7.89,4.81,01/01/17,78,1
Ejuan Price,OLB,Pittsburgh,241,4.84,31.5,20,117,0,4.34,01/01/17,71,1
Donnel Pumphrey,RB,San Diego State,176,4.48,33.5,5,117,0,4.36,01/01/17,68,1
Elijah Qualls,DT,Washington,313,5.13,31.5,33,105,7.65,4.66,01/01/17,73,1
James Quick,WR,Louisville,186,4.6,31,11,115,7,4.39,01/01/17,72,0
Ryan Ramczyk,OT,Wisconsin,310,0,0,25,0,0,4.36,01/01/17,78,1
Michael Rector,WR,Stanford,193,4.42,36.5,0,129,6.77,4.19,01/01/17,72,0
Haason Reddick,OLB,Temple,237,4.52,36.5,24,133,7.01,4.37,01/01/17,73,1
Devine Redding,RB,Indiana,205,4.76,30.5,16,116,7.18,4.46,01/01/17,68,0
Jalen Reeves-Maybin,OLB,Tennessee,230,0,0,0,0,0,4.36,01/01/17,72,1
Austin Rehkow,P,Idaho,214,0,0,0,0,0,4.36,01/01/17,75,0
Josh Reynolds,WR,Texas A&M,194,4.52,37,0,124,6.83,4.13,01/01/17,75,1
Duke Riley,OLB,LSU,232,4.58,34.5,18,122,6.89,4.21,01/01/17,72,1
Derek Rivers,DE,Youngstown State,248,4.61,35,30,123,6.94,4.4,01/01/17,76,1
Michael Roberts,TE,Toledo,270,4.86,30,0,110,7.05,4.51,01/01/17,76,1
Jalen Robinette,WR,Air Force,220,4.62,31.5,13,120,6.77,4.46,01/01/17,75,0
Ezra Robinson,CB,Tennessee State,189,4.47,34,13,130,0,4.36,01/01/17,71,0
Cam Robinson,OT,Alabama,322,5.15,26,0,106,7.81,4.82,01/01/17,78,1
Isaac Rochell,DE,Notre Dame,280,4.89,31.5,25,114,0,4.36,01/01/17,76,1
Darreus Rogers,WR,USC,216,0,26.5,8,112,7.22,4.54,01/01/17,73,0
Sam Rogers,FB,Virginia Tech,231,4.93,32,19,114,7.27,4.34,01/01/17,70,1
Fred Ross,WR,Mississippi State,213,4.51,35,10,113,6.99,4.28,01/01/17,73,0
John Ross,WR,Washington,188,4.22,37,0,133,0,4.36,01/01/17,71,1
Chase Roullier,C,Wyoming,312,5.54,26.5,19,97,7.6,4.47,01/01/17,76,1
Travis Rudolph,WR,Florida State,189,4.65,31.5,12,114,6.93,4.46,01/01/17,72,0
Cooper Rush,QB,Central Michigan,228,4.93,27,0,105,7.23,4.47,01/01/17,75,0
Seth Russell,QB,Baylor,213,0,0,0,0,0,4.36,01/01/17,75,0
Curtis Samuel,WR,Ohio State,196,4.31,37,18,119,7.09,4.33,01/01/17,71,1
Eric Saubert,TE,Drake,253,0,33,22,121,0,4.36,01/01/17,77,1
Artavis Scott,WR,Clemson,193,4.61,31,13,116,7.19,4.49,01/01/17,70,0
Ricky Seals-Jones,WR,Texas A&M,243,4.69,28,17,121,7.46,4.33,01/01/17,77,0
Justin Senior,OT,Mississippi State,331,5.55,23,0,98,8.19,5.06,01/01/17,77,1
Adam Shaheen,TE,Ashland,278,4.79,32.5,24,121,7.09,4.38,01/01/17,78,1
David Sharpe,OT,Florida,343,5.44,20.5,19,97,7.87,4.78,01/01/17,78,1
Sojourn Shelton,CB,Wisconsin,177,4.51,35,10,120,6.92,4.02,01/01/17,69,0
Garrett Sickels,DE,Penn State,261,4.9,28,20,105,7.21,4.41,01/01/17,75,0
Nico Siragusa,OG,San Diego State,319,5.35,32,28,110,7.71,4.56,01/01/17,76,1
Dan Skipper,OT,Arkansas,309,5.42,26,0,97,7.61,5.01,01/01/17,82,0
Tanzel Smart,DT,Tulane,296,5.24,27,22,105,7.53,4.57,01/01/17,73,1
De'Veon Smith,RB,Michigan,223,0,29,22,108,7.3,4.56,01/01/17,71,0
Jonnu Smith,TE,Florida International,248,4.62,38,22,127,0,4.18,01/01/17,75,1
JuJu Smith-Schuster,WR,USC,215,4.54,32.5,15,120,0,4.36,01/01/17,73,1
Dawuane Smoot,DE,Illinois,264,4.77,29.5,0,117,7.18,4.39,01/01/17,75,1
Jeremy Sprinkle,TE,Arkansas,252,4.69,29,0,116,0,4.36,01/01/17,77,1
